State,District,Soil_Type,Season,Water_Availability,Previous_Crop,Land_Area_Acres,Temperature_C,Rainfall_mm,Recommended_Crop,Fertilizer_N,Fertilizer_P,Fertilizer_K
Andhra Pradesh,Vizianagaram,Loam,Summer,High,None,2,35.5,120,Banana,High,High,High
Telangana,Peddapalli,Black,Kharif,High,None,2,28.3,747,Cotton,High,High,High
Maharashtra,Kolhapur,Red,Kharif,Medium,Cotton,2,24.5,1196,Cotton,High,Medium,High
Odisha,Rayagada,Loam,Kharif,Low,Groundnut,3,25.0,1226,Rice,Low,Medium,Medium
Andhra Pradesh,Visakhapatnam,Red,Summer,Low,Jowar,5,33.5,143,Onion,High,High,Low
Maharashtra,Nagpur,Red,Kharif,Medium,Jowar,1,24.2,883,Cotton,High,Medium,High
Karnataka,Belgaum,Black,Kharif,High,Cotton,3,22.3,892,Sugarcane,High,High,High
Maharashtra,Ahmednagar,Clay,Summer,Medium,Cotton,1,30.4,25,Onion,High,High,Medium
Karnataka,Chamarajanagar,Loam,Kharif,Medium,Groundnut,3,22.5,550,Rice,Medium,High,Medium
Tamil Nadu,Tirunelveli,Black,Kharif,Low,None,5,28.8,243,Cotton,Medium,Medium,High
Telangana,Rangareddy,Clay,Kharif,Low,Sunflower,3,26.8,637,Cotton,High,Medium,High
Maharashtra,Ratnagiri,Red,Kharif,High,None,8,25.6,2200,Sugarcane,High,High,High
Telangana,Narayanpet,Red,Rabi,Medium,Maize,5,25.4,45,Sunflower,Medium,Medium,Medium
Tamil Nadu,Cuddalore,Black,Summer,Low,Rice,3,34.4,107,Onion,Medium,High,Medium
Odisha,Mayurbhanj,Red,Rabi,Medium,Chilli,3,22.1,78,Ragi,Low,Medium,Low
Tamil Nadu,Karur,Black,Kharif,Low,Rice,3,27.8,219,Cotton,High,Medium,High
Tamil Nadu,Perambalur,Sandy,Rabi,Low,Jowar,0,22.3,353,Groundnut,Low,Medium,Low
Odisha,Sambalpur,Black,Rabi,High,Groundnut,3,22.3,55,Wheat,Medium,Medium,Low
Telangana,Medchal Malkajgiri,Clay,Rabi,Medium,Jowar,3,24.6,70,Wheat,Medium,High,Low
Maharashtra,Dhule,Sandy,Kharif,Low,Soybean,9,28.2,493,Cotton,High,Medium,High
Karnataka,Haveri,Loam,Kharif,Medium,Sunflower,2,24.1,565,Maize,High,Medium,Medium
Karnataka,Mandya,Red,Rabi,High,Cotton,4,23.6,108,Ragi,Low,Medium,Low
Andhra Pradesh,Guntur,Sandy,Rabi,Medium,Maize,2,25.7,184,Sunflower,Medium,High,Medium
Maharashtra,Aurangabad,Black,Kharif,High,Cotton,3,25.6,417,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Loam,Kharif,Low,None,3,23.9,477,Groundnut,Low,Medium,Medium
Odisha,Mayurbhanj,Red,Rabi,Low,Soybean,8,19.7,46,Ragi,Low,High,Low
Karnataka,Shimoga,Black,Rabi,Low,Rice,4,22.6,109,Jowar,Low,Medium,Low
Tamil Nadu,Tiruchirappalli,Clay,Rabi,High,Cotton,2,26.4,254,Turmeric,High,High,Low
Tamil Nadu,Tirunelveli,Black,Rabi,Low,Cotton,3,22.3,245,Chilli,Low,High,Medium
Telangana,Karimnagar,Clay,Summer,High,Ragi,1,36.6,73,Rice,Low,High,High
Maharashtra,Dhule,Clay,Kharif,High,Groundnut,12,23.9,629,Rice,Low,High,Medium
Telangana,Jagtial,Loam,Kharif,Medium,Sugarcane,1,28.7,894,Maize,High,High,Medium
Telangana,Rangareddy,Loam,Summer,Low,None,2,33.7,75,Maize,Medium,Medium,Medium
Tamil Nadu,Tiruvarur,Clay,Kharif,Medium,None,0,32.5,727,Turmeric,High,High,Low
Maharashtra,Wardha,Clay,Kharif,Medium,Chilli,4,27.4,668,Cotton,High,Medium,High
Tamil Nadu,Kanyakumari,Black,Summer,High,Soybean,0,30.9,105,Sugarcane,High,High,High
Telangana,Rangareddy,Black,Kharif,Low,None,5,25.6,857,Cotton,High,High,High
Karnataka,Shimoga,Black,Kharif,Low,Chilli,1,20.6,1282,Soybean,Low,Medium,Medium
Odisha,Malkangiri,Red,Kharif,Low,Sugarcane,5,25.4,335,Ragi,Low,Medium,Low
Karnataka,Udupi,Clay,Summer,High,Rice,2,30.8,192,Rice,Medium,High,Medium
Tamil Nadu,Madurai,Clay,Rabi,Low,Bajra,1,26.2,295,Wheat,Medium,Medium,Low
Tamil Nadu,Coimbatore,Black,Kharif,High,Groundnut,1,28.0,248,Chilli,Low,High,Medium
Odisha,Khordha,Loam,Kharif,High,Cotton,3,30.6,1214,Rice,Low,High,Low
Maharashtra,Dhule,Clay,Rabi,Medium,Soybean,5,21.4,28,Wheat,High,Medium,Low
Karnataka,Koppal,Clay,Kharif,High,None,3,27.5,567,Rice,Low,High,Medium
Telangana,Mahabubnagar,Loam,Rabi,Medium,Chilli,1,20.5,40,Wheat,Medium,Medium,Low
Telangana,Nalgonda,Sandy,Rabi,High,Soybean,1,22.7,54,Sunflower,Medium,Medium,Medium
Telangana,Medchal Malkajgiri,Sandy,Summer,Medium,Onion,1,33.6,64,Maize,High,Medium,Medium
Odisha,Bhadrak,Loam,Kharif,High,Onion,1,30.9,1280,Rice,Low,High,Medium
Karnataka,Haveri,Black,Kharif,High,Cotton,3,22.3,577,Cotton,High,Medium,High
Maharashtra,Buldhana,Clay,Kharif,Medium,None,2,26.4,452,Cotton,High,Medium,High
Odisha,Bargarh,Black,Kharif,High,Cotton,14,26.8,884,Rice,Low,High,Medium
Tamil Nadu,Ramanathapuram,Red,Kharif,Medium,Maize,2,29.7,426,Cotton,High,Medium,High
Maharashtra,Osmanabad,Red,Rabi,High,Rice,8,20.6,19,Onion,Medium,High,Medium
Andhra Pradesh,Chittoor,Black,Kharif,High,Rice,2,27.0,466,Cotton,High,Medium,High
Odisha,Boudh,Loam,Summer,Low,Soybean,2,29.8,38,Maize,High,Medium,Medium
Telangana,Kamareddy,Loam,Kharif,High,Rice,2,25.8,685,Rice,Low,High,Medium
Andhra Pradesh,Srikakulam,Loam,Kharif,Medium,Rice,0,29.6,684,Rice,Low,High,Medium
Odisha,Sonepur,Black,Rabi,Medium,Sugarcane,4,22.5,124,Wheat,Medium,Medium,Low
Karnataka,Tumkur,Sandy,Rabi,Low,Jowar,1,21.8,115,Sunflower,Medium,Medium,Medium
Telangana,Nirmal,Clay,Rabi,Medium,Chilli,6,21.2,76,Wheat,Medium,Medium,Low
Andhra Pradesh,Guntur,Sandy,Kharif,Medium,Chilli,3,30.1,360,Groundnut,Low,Medium,Medium
Telangana,Sangareddy,Clay,Kharif,Low,None,5,29.7,852,Cotton,Medium,Medium,High
Odisha,Koraput,Red,Kharif,Medium,Cotton,2,23.6,1302,Ragi,Low,Low,Low
Andhra Pradesh,Vizianagaram,Red,Rabi,High,None,1,24.5,248,Sunflower,High,Medium,Medium
Andhra Pradesh,Srikakulam,Sandy,Kharif,Medium,Onion,3,24.6,603,Cotton,Medium,Medium,High
Tamil Nadu,Pudukkottai,Black,Summer,Low,Maize,3,29.6,139,Onion,Low,High,Low
Tamil Nadu,Dindigul,Black,Kharif,High,Groundnut,0,24.8,281,Cotton,High,Medium,High
Andhra Pradesh,Anantapur,Clay,Kharif,Medium,Sunflower,3,31.1,435,Cotton,High,Medium,High
Odisha,Keonjhar,Black,Rabi,High,Maize,1,18.0,86,Wheat,Medium,Medium,Low
Karnataka,Gadag,Black,Rabi,Low,Soybean,2,25.8,31,Jowar,Low,High,Low
Odisha,Cuttack,Clay,Kharif,High,Ragi,4,27.4,1043,Rice,Low,High,Medium
Andhra Pradesh,Nellore,Clay,Kharif,Medium,Cotton,4,32.1,590,Rice,Low,High,Medium
Tamil Nadu,Thoothukudi,Black,Kharif,High,Turmeric,1,28.3,340,Cotton,High,Medium,High
Andhra Pradesh,Prakasam,Loam,Kharif,Low,Rice,7,28.4,808,Cotton,Medium,High,High
Odisha,Sundargarh,Loam,Kharif,Medium,Maize,2,22.9,912,Rice,Medium,High,Medium
Andhra Pradesh,Srikakulam,Clay,Kharif,Low,Groundnut,2,30.2,698,Cotton,High,Medium,High
Maharashtra,Pune,Sandy,Rabi,Low,None,1,19.5,37,Bajra,Medium,Medium,Low
Maharashtra,Nagpur,Black,Kharif,Low,Jowar,3,28.9,928,Cotton,High,Medium,High
Andhra Pradesh,Kakinada,Clay,Kharif,Low,Jowar,13,27.5,617,Cotton,High,Medium,High
Maharashtra,Beed,Sandy,Kharif,High,Bajra,3,26.2,589,Sugarcane,High,High,High
Odisha,Nayagarh,Loam,Kharif,High,Cotton,1,24.2,764,Rice,Low,High,Medium
Telangana,Nirmal,Black,Rabi,High,None,1,22.6,77,Jowar,Low,Medium,Low
Karnataka,Bangalore Urban,Red,Kharif,High,Cotton,9,22.1,599,Ragi,Low,Low,Low
Andhra Pradesh,Eluru,Sandy,Kharif,High,Soybean,2,29.0,751,Rice,Medium,High,Medium
Andhra Pradesh,Chittoor,Loam,Summer,High,Ragi,1,35.3,72,Banana,Medium,High,High
Maharashtra,Solapur,Clay,Summer,Low,Maize,4,39.0,42,Onion,Medium,High,Medium
Telangana,Jangaon,Sandy,Rabi,Low,Jowar,2,25.7,73,Sunflower,Medium,Medium,Medium
Andhra Pradesh,Anakapalli,Black,Summer,Medium,None,4,30.4,194,Onion,Medium,High,Medium
Odisha,Bhadrak,Black,Kharif,Medium,Rice,1,28.3,1540,Cotton,High,Medium,High
Odisha,Rayagada,Red,Kharif,High,Rice,2,24.4,975,Rice,Low,High,Medium
Karnataka,Bangalore Urban,Red,Summer,High,Soybean,4,28.2,152,Sugarcane,High,High,High
Tamil Nadu,Erode,Red,Summer,Low,Cotton,1,30.4,185,Onion,Medium,High,Medium
Tamil Nadu,Dindigul,Loam,Rabi,Medium,Jowar,3,23.3,201,Wheat,Medium,Medium,Low
Karnataka,Tumkur,Black,Rabi,Low,Groundnut,3,20.5,116,Jowar,Low,Medium,Low
Andhra Pradesh,Visakhapatnam,Sandy,Rabi,High,None,1,20.9,253,Wheat,Medium,Medium,Low
Odisha,Keonjhar,Sandy,Kharif,Low,Rice,3,24.6,1273,Groundnut,Low,Medium,Medium
Andhra Pradesh,East Godavari,Clay,Rabi,Low,Groundnut,2,27.4,72,Sunflower,Medium,Medium,Medium
Andhra Pradesh,Tirupati,Red,Rabi,High,None,3,23.8,136,Sunflower,Medium,Medium,Medium
Odisha,Sonepur,Loam,Kharif,Medium,Rice,1,27.8,1412,Rice,Low,High,Medium
Maharashtra,Solapur,Red,Kharif,Medium,Jowar,2,24.8,528,Cotton,High,Medium,High
Tamil Nadu,Karur,Sandy,Kharif,High,Sugarcane,3,23.8,389,Rice,Low,High,Medium
Tamil Nadu,Chennai,Black,Kharif,Low,Bajra,1,27.6,451,Cotton,High,Medium,High
Andhra Pradesh,Chittoor,Black,Summer,Medium,Banana,3,28.8,100,Onion,Medium,High,Medium
Karnataka,Bellary,Black,Rabi,High,Cotton,1,27.3,49,Jowar,Low,Medium,Low
Maharashtra,Nashik,Black,Summer,Medium,Jowar,3,31.0,87,Onion,Medium,High,Medium
Maharashtra,Dhule,Red,Kharif,High,Rice,2,26.1,289,Ragi,Low,Medium,Low
Odisha,Sundargarh,Black,Kharif,Low,Cotton,1,23.9,738,Cotton,High,Medium,High
Telangana,Jagtial,Sandy,Kharif,Medium,Jowar,4,24.4,936,Maize,High,Medium,Medium
Odisha,Sambalpur,Loam,Rabi,Medium,None,1,20.7,90,Wheat,Medium,Medium,Low
Telangana,Jagtial,Loam,Rabi,High,Groundnut,1,24.0,53,Wheat,Medium,Low,Low
Maharashtra,Satara,Black,Kharif,Medium,Jowar,1,24.2,584,Cotton,High,Medium,High
Andhra Pradesh,Eluru,Black,Kharif,Low,None,4,26.5,575,Cotton,High,Medium,High
Odisha,Khordha,Loam,Rabi,High,Cotton,2,25.7,159,Rice,Medium,High,High
Maharashtra,Akola,Sandy,Kharif,High,Groundnut,1,28.4,714,Sugarcane,High,High,High
Tamil Nadu,Coimbatore,Clay,Rabi,High,Jowar,1,24.8,142,Wheat,Medium,Medium,Low
Tamil Nadu,Chennai,Red,Rabi,Low,Cotton,0,25.5,458,Groundnut,Low,Medium,Medium
Maharashtra,Beed,Loam,Rabi,Low,Groundnut,2,23.1,17,Wheat,Medium,Medium,Low
Karnataka,Mandya,Clay,Kharif,Medium,Ragi,1,25.2,384,Ragi,Low,Medium,Low
Tamil Nadu,Thanjavur,Loam,Kharif,Medium,Sugarcane,0,27.2,594,Rice,Low,High,Medium
Tamil Nadu,Chennai,Black,Kharif,High,Soybean,3,33.2,523,Cotton,Medium,Low,High
Maharashtra,Nashik,Clay,Kharif,Medium,Cotton,3,24.2,337,Cotton,High,Medium,High
Telangana,Bhadradri Kothagudem,Black,Kharif,Low,Rice,1,31.3,1222,Cotton,High,Low,High
Tamil Nadu,Cuddalore,Black,Rabi,Low,Groundnut,0,26.7,261,Chilli,Medium,High,Medium
Karnataka,Kolar,Black,Summer,Medium,Cotton,3,34.9,141,Maize,High,High,Medium
Tamil Nadu,Tirunelveli,Red,Rabi,Medium,Rice,2,25.8,346,Ragi,Low,Medium,Medium
Odisha,Malkangiri,Sandy,Summer,Low,None,5,26.6,27,Maize,Medium,Medium,Medium
Odisha,Sundargarh,Black,Kharif,Medium,Maize,1,24.9,1086,Maize,High,Medium,Medium
Odisha,Angul,Black,Rabi,Low,Ragi,1,21.0,95,Jowar,Low,Medium,Low
Andhra Pradesh,YSR Kadapa,Black,Kharif,High,Soybean,4,29.2,545,Cotton,High,Medium,High
Tamil Nadu,Erode,Clay,Kharif,Medium,Cotton,1,26.0,420,Turmeric,High,High,Low
Telangana,Bhadradri Kothagudem,Black,Kharif,Medium,Chilli,5,31.9,1079,Cotton,High,Medium,High
Odisha,Sambalpur,Sandy,Rabi,High,Rice,1,22.0,76,Ragi,Low,Low,Low
Maharashtra,Ratnagiri,Black,Kharif,Medium,Rice,3,29.3,2076,Cotton,High,Low,High
Tamil Nadu,Karur,Red,Kharif,Medium,None,1,28.6,202,Chilli,High,Medium,Medium
Karnataka,Belgaum,Black,Kharif,Medium,Maize,8,22.8,643,Cotton,High,Medium,High
Odisha,Rayagada,Loam,Kharif,High,Cotton,6,24.6,1056,Rice,Low,High,Medium
Telangana,Khammam,Sandy,Rabi,Low,Bajra,2,25.5,73,Sunflower,Medium,Low,Medium
Tamil Nadu,Coimbatore,Black,Kharif,Medium,Soybean,2,26.3,330,Cotton,High,High,High
Odisha,Boudh,Red,Summer,Low,Maize,2,36.6,67,Onion,Medium,High,Medium
Telangana,Mancherial,Black,Summer,Low,Rice,1,36.1,65,Onion,Low,High,Medium
Telangana,Nirmal,Sandy,Kharif,Low,Maize,1,24.2,1189,Groundnut,Low,Medium,Medium
Maharashtra,Wardha,Red,Kharif,High,Sugarcane,3,26.6,829,Sugarcane,High,High,High
Telangana,Mulugu,Clay,Rabi,Low,Chilli,4,24.7,48,Wheat,Medium,Medium,Low
Tamil Nadu,Perambalur,Clay,Kharif,High,Soybean,4,27.9,372,Banana,High,High,Medium
Telangana,Medchal Malkajgiri,Sandy,Rabi,High,Maize,2,27.0,63,Sunflower,Medium,Medium,Medium
Odisha,Sambalpur,Loam,Kharif,Medium,Groundnut,2,27.6,904,Rice,Low,High,Medium
Andhra Pradesh,Chittoor,Sandy,Rabi,Medium,Rice,2,24.6,153,Sunflower,Medium,Medium,Medium
Telangana,Mancherial,Black,Kharif,High,Cotton,2,28.7,852,Cotton,High,Medium,High
Odisha,Sambalpur,Loam,Rabi,Medium,Chilli,4,24.3,77,Wheat,Medium,Medium,Low
Odisha,Angul,Clay,Kharif,Low,Cotton,3,27.1,935,Rice,Low,High,Medium
Andhra Pradesh,Anantapur,Red,Kharif,High,Rice,4,28.1,360,Rice,Low,High,Medium
Karnataka,Chitradurga,Loam,Rabi,Medium,Cotton,1,25.7,87,Ragi,Low,Medium,Low
Andhra Pradesh,Anakapalli,Red,Kharif,Low,None,1,28.5,970,Groundnut,Low,Medium,Medium
Andhra Pradesh,Anantapur,Red,Kharif,High,Groundnut,6,31.6,342,Rice,Low,High,Medium
Maharashtra,Akola,Black,Summer,Low,Sugarcane,3,32.3,44,Onion,Medium,High,Low
Telangana,Hyderabad,Black,Kharif,Low,Rice,3,28.9,569,Cotton,High,Medium,High
Telangana,Mulugu,Sandy,Rabi,High,Cotton,3,21.9,73,Sunflower,Medium,Medium,Medium
Telangana,Nizamabad,Loam,Kharif,Low,Jowar,3,28.4,857,Cotton,High,Medium,High
Karnataka,Bellary,Clay,Rabi,Low,Cotton,0,25.8,33,Jowar,Low,Medium,Low
Odisha,Bhadrak,Red,Summer,High,Rice,6,31.6,123,Onion,Medium,High,Medium
Tamil Nadu,Perambalur,Black,Summer,Low,Maize,2,28.8,137,Onion,Low,High,Medium
Andhra Pradesh,Srikakulam,Black,Rabi,High,None,2,24.2,150,Wheat,Medium,Medium,Low
Odisha,Nayagarh,Loam,Rabi,High,None,5,23.3,69,Wheat,Medium,High,Low
Maharashtra,Wardha,Sandy,Kharif,Low,Sunflower,2,25.1,727,Cotton,High,Medium,High
Andhra Pradesh,Eluru,Red,Rabi,High,Jowar,3,26.2,214,Sunflower,Medium,Medium,Medium
Maharashtra,Nanded,Loam,Summer,Medium,Cotton,5,33.4,62,Onion,Medium,High,Medium
Odisha,Angul,Sandy,Summer,Medium,Sugarcane,11,31.7,48,Maize,High,Medium,Medium
Andhra Pradesh,Vizianagaram,Loam,Rabi,High,None,2,25.3,221,Rice,Low,High,Medium
Odisha,Sundargarh,Clay,Rabi,Low,Rice,4,20.3,68,Ragi,Low,Medium,Medium
Telangana,Mahabubnagar,Sandy,Rabi,Low,Sugarcane,2,24.1,49,Sunflower,Medium,Medium,Low
Odisha,Angul,Black,Kharif,Medium,Ragi,1,30.0,939,Maize,High,Medium,Medium
Maharashtra,Parbhani,Black,Summer,Medium,None,6,32.1,41,Onion,High,High,Medium
Karnataka,Raichur,Sandy,Kharif,Low,Maize,4,30.8,276,Bajra,High,Medium,Low
Telangana,Mancherial,Sandy,Kharif,High,Maize,2,27.5,577,Rice,Low,High,Medium
Karnataka,Mysore,Clay,Kharif,Medium,Groundnut,3,25.5,643,Cotton,High,Medium,High
Andhra Pradesh,Visakhapatnam,Black,Summer,High,Chilli,4,33.0,180,Onion,Medium,High,Medium
Telangana,Sangareddy,Red,Kharif,Medium,Maize,3,27.1,687,Cotton,High,Medium,High
Tamil Nadu,Thoothukudi,Black,Rabi,Medium,Bajra,1,26.2,243,Chilli,Medium,High,Medium
Karnataka,Hassan,Clay,Summer,High,Rice,6,23.8,100,Rice,Low,Medium,Medium
Telangana,Nalgonda,Loam,Kharif,Low,Maize,4,28.1,580,Cotton,High,Medium,High
Maharashtra,Jalgaon,Clay,Rabi,High,Rice,5,18.0,36,Wheat,Low,Medium,Low
Karnataka,Mysore,Clay,Summer,Low,None,4,30.7,105,Maize,High,Medium,Medium
Andhra Pradesh,Tirupati,Red,Summer,High,Groundnut,2,33.7,114,Rice,Medium,High,Medium
Tamil Nadu,Karur,Red,Kharif,High,Maize,0,24.3,381,Rice,Low,High,Low
Karnataka,Dharwad,Black,Summer,High,Sugarcane,4,25.9,85,Sugarcane,High,High,Medium
Tamil Nadu,Erode,Loam,Rabi,Medium,Groundnut,0,25.6,208,Wheat,Medium,High,Low
Karnataka,Chamarajanagar,Black,Kharif,High,Cotton,4,21.7,534,Cotton,High,Medium,High
Karnataka,Belgaum,Black,Kharif,Low,Bajra,1,24.5,926,Cotton,High,Medium,High
Telangana,Vikarabad,Sandy,Kharif,High,Cotton,7,27.7,808,Rice,Medium,High,Medium
Telangana,Vikarabad,Clay,Kharif,Low,None,2,25.8,571,Cotton,High,Medium,High
Telangana,Jagtial,Black,Kharif,High,Groundnut,1,30.6,760,Cotton,High,Medium,High
Telangana,Medak,Clay,Summer,Medium,Cotton,1,35.8,59,Maize,High,Medium,Medium
Telangana,Khammam,Loam,Kharif,Low,Soybean,2,28.8,638,Cotton,High,Medium,High
Karnataka,Bangalore Urban,Clay,Kharif,Low,Jowar,2,24.6,417,Cotton,High,Medium,High
Maharashtra,Akola,Red,Summer,High,Rice,3,34.8,76,Onion,Medium,High,Medium
Tamil Nadu,Tiruchirappalli,Loam,Rabi,Low,Groundnut,1,25.7,322,Groundnut,Low,Medium,Medium
Andhra Pradesh,Srikakulam,Black,Kharif,Medium,Ragi,4,27.1,779,Cotton,High,Medium,High
Karnataka,Mysore,Sandy,Rabi,Medium,Sugarcane,2,24.2,191,Wheat,Low,Low,Low
Andhra Pradesh,Srikakulam,Sandy,Rabi,Medium,Soybean,1,27.0,353,Groundnut,Low,Medium,Medium
Tamil Nadu,Thoothukudi,Clay,Kharif,Low,Cotton,4,25.5,195,Turmeric,High,High,Low
Odisha,Puri,Loam,Rabi,High,Cotton,2,21.3,69,Rice,Low,Medium,Medium
Tamil Nadu,Ramanathapuram,Loam,Kharif,Low,Chilli,1,29.6,191,Groundnut,Low,Medium,Medium
Tamil Nadu,Tiruvarur,Sandy,Kharif,High,None,0,30.0,466,Rice,Low,High,Medium
Telangana,Narayanpet,Red,Kharif,Medium,Rice,3,27.7,485,Cotton,High,Medium,High
Odisha,Bargarh,Black,Kharif,Low,Maize,1,25.4,1365,Cotton,High,Medium,High
Maharashtra,Akola,Black,Summer,High,Ragi,4,32.5,44,Onion,High,High,Medium
Odisha,Sundargarh,Loam,Kharif,High,Rice,4,24.9,1306,Rice,Low,High,High
Telangana,Adilabad,Red,Kharif,High,Cotton,2,27.9,554,Cotton,High,Medium,High
Telangana,Nalgonda,Loam,Kharif,Medium,Cotton,3,28.5,630,Maize,High,Medium,Medium
Odisha,Cuttack,Red,Rabi,Medium,None,5,21.3,130,Ragi,Low,Medium,Low
Maharashtra,Jalgaon,Red,Rabi,Medium,Rice,12,24.4,25,Onion,Medium,High,Medium
Odisha,Balasore,Sandy,Kharif,Medium,Cotton,8,31.9,992,Rice,Low,High,High
Tamil Nadu,Ramanathapuram,Clay,Rabi,High,Soybean,7,24.3,481,Turmeric,High,High,Low
Andhra Pradesh,East Godavari,Clay,Kharif,Medium,Maize,2,27.5,969,Rice,Low,High,Medium
Maharashtra,Pune,Red,Kharif,Low,Groundnut,1,21.6,517,Cotton,High,Medium,High
Andhra Pradesh,Anantapur,Black,Summer,Medium,Chilli,8,36.0,42,Onion,Medium,High,Medium
Karnataka,Davangere,Black,Rabi,Low,Rice,5,20.1,75,Jowar,Low,Medium,Low
Andhra Pradesh,Tirupati,Red,Summer,High,Rice,4,35.5,128,Rice,Low,High,Medium
Telangana,Kamareddy,Black,Kharif,High,Chilli,2,25.0,906,Rice,Low,High,High
Telangana,Khammam,Sandy,Kharif,High,Maize,2,27.0,858,Rice,Low,High,Medium
Maharashtra,Akola,Clay,Kharif,High,Jowar,1,25.3,772,Sugarcane,High,High,High
Tamil Nadu,Thanjavur,Clay,Summer,High,Ragi,1,39.1,155,Banana,High,High,High
Telangana,Mulugu,Loam,Kharif,Medium,Rice,1,28.0,1188,Rice,Low,High,Low
Maharashtra,Akola,Red,Kharif,Medium,Sugarcane,3,24.1,706,Cotton,High,Medium,High
Maharashtra,Beed,Red,Kharif,Medium,None,3,30.2,442,Cotton,High,Medium,High
Maharashtra,Pune,Sandy,Rabi,Low,None,1,22.1,67,Bajra,Medium,Medium,Low
Telangana,Khammam,Red,Kharif,Low,Bajra,0,31.4,783,Cotton,High,Medium,High
Maharashtra,Latur,Black,Rabi,Low,Cotton,1,22.0,21,Jowar,Medium,Medium,Low
Telangana,Hyderabad,Clay,Rabi,High,Sugarcane,5,23.8,48,Turmeric,High,High,Low
Odisha,Mayurbhanj,Red,Rabi,Low,Jowar,4,19.8,53,Ragi,Low,Medium,Low
Odisha,Dhenkanal,Clay,Rabi,High,Groundnut,2,25.1,91,Rice,Low,High,Medium
Tamil Nadu,Thoothukudi,Sandy,Kharif,High,Rice,1,28.3,142,Rice,Low,High,Medium
Karnataka,Raichur,Black,Rabi,High,Jowar,3,24.3,47,Jowar,Low,High,Low
Karnataka,Dharwad,Clay,Kharif,Low,None,4,23.5,565,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Clay,Summer,Low,Sugarcane,2,30.2,178,Banana,High,High,High
Telangana,Jagtial,Sandy,Rabi,Medium,None,1,25.3,31,Sunflower,Medium,Medium,High
Maharashtra,Buldhana,Red,Summer,High,Chilli,1,35.2,32,Onion,Medium,High,Medium
Karnataka,Chamarajanagar,Sandy,Kharif,Low,Bajra,1,20.8,620,Groundnut,Low,High,Medium
Odisha,Rayagada,Black,Rabi,Low,Rice,2,19.2,88,Jowar,Low,Medium,Low
Tamil Nadu,Theni,Red,Rabi,High,Sunflower,0,23.9,227,Ragi,Low,Medium,Low
Odisha,Sundargarh,Black,Rabi,Medium,Chilli,3,19.4,97,Onion,Medium,High,Medium
Tamil Nadu,Nagapattinam,Red,Summer,Medium,Banana,1,33.5,128,Onion,Medium,High,Medium
Odisha,Keonjhar,Red,Rabi,High,None,5,19.8,88,Ragi,Low,Medium,Low
Odisha,Sambalpur,Sandy,Rabi,High,Chilli,1,23.7,46,Sunflower,Medium,Low,Medium
Odisha,Sundargarh,Sandy,Rabi,High,Rice,5,23.4,50,Sunflower,Medium,Medium,Medium
Odisha,Boudh,Clay,Rabi,High,Onion,6,22.9,95,Wheat,Medium,Medium,Low
Odisha,Gajapati,Loam,Kharif,High,Banana,2,20.9,1115,Rice,Medium,High,Medium
Odisha,Balasore,Red,Kharif,Low,Cotton,4,23.9,832,Ragi,Low,Medium,Medium
Karnataka,Mandya,Loam,Kharif,High,Groundnut,1,23.4,422,Rice,Low,High,Medium
Tamil Nadu,Nagapattinam,Loam,Summer,Medium,Rice,2,34.2,188,Banana,High,High,High
Andhra Pradesh,YSR Kadapa,Sandy,Rabi,Low,Cotton,6,27.4,94,Sunflower,Low,Medium,Medium
Karnataka,Davangere,Sandy,Kharif,Medium,None,3,25.1,633,Groundnut,Low,Medium,Medium
Andhra Pradesh,YSR Kadapa,Red,Kharif,Low,Bajra,5,28.8,462,Cotton,Medium,Medium,High
Karnataka,Chikkamagaluru,Loam,Rabi,High,Rice,0,18.7,123,Wheat,Medium,Medium,Low
Tamil Nadu,Tirunelveli,Sandy,Summer,High,Sugarcane,1,30.4,151,Sugarcane,High,Medium,High
Karnataka,Belgaum,Clay,Kharif,Medium,Groundnut,1,20.2,713,Rice,Low,High,Medium
Telangana,Medak,Sandy,Kharif,Medium,None,6,28.5,525,Cotton,High,Medium,High
Telangana,Adilabad,Sandy,Kharif,High,Banana,2,31.8,1251,Rice,Low,High,Medium
Karnataka,Belgaum,Loam,Rabi,Medium,Chilli,9,22.2,43,Wheat,Medium,Medium,Low
Maharashtra,Osmanabad,Sandy,Rabi,High,Maize,2,19.5,31,Onion,Medium,High,Medium
Karnataka,Mandya,Sandy,Rabi,Medium,Chilli,2,21.9,157,Wheat,Medium,Medium,Low
Odisha,Cuttack,Black,Rabi,Medium,Rice,2,24.4,222,Wheat,Medium,Medium,Low
Tamil Nadu,Thanjavur,Black,Rabi,Low,Cotton,3,26.0,264,Chilli,Medium,High,Medium
Maharashtra,Akola,Clay,Kharif,Low,Ragi,2,30.7,662,Cotton,High,Medium,High
Maharashtra,Aurangabad,Sandy,Kharif,Low,Cotton,7,26.6,502,Cotton,High,Medium,High
Tamil Nadu,Cuddalore,Red,Summer,Medium,Chilli,1,32.9,222,Onion,Medium,High,Medium
Andhra Pradesh,Prakasam,Red,Kharif,Medium,None,2,30.7,593,Cotton,High,Medium,High
Andhra Pradesh,Eluru,Red,Kharif,Medium,Rice,2,30.3,885,Cotton,High,Medium,High
Odisha,Kendrapara,Red,Kharif,Medium,Cotton,6,27.6,940,Maize,High,Medium,Medium
